Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
36,69,90,14,96,49,Student871
41,44,17,10,90,8,Student872
24,60,74,82,90,95,Student873
70,92,23,41,57,47,Student874
33,68,60,69,80,17,Student875
98,74,11,67,68,4,Student876
85,37,14,9,1,30,Student877
67,32,28,90,92,24,Student878
31,28,71,21,84,80,Student879
22,48,39,36,24,98,Student880
13,27,87,33,71,0,Student881
74,44,57,47,75,48,Student882
53,4,49,10,39,9,Student883
41,2,87,82,83,25,Student884
3,39,18,84,69,50,Student885
43,97,71,33,53,63,Student886
44,100,84,99,33,0,Student887
82,38,69,66,21,59,Student888
74,24,18,86,48,89,Student889
34,82,47,55,15,41,Student890
1,34,16,84,80,81,Student891
30,29,42,45,40,86,Student892
15,97,43,100,96,81,Student893
43,51,46,33,85,83,Student894
88,61,67,65,1,98,Student895
2,25,84,32,45,96,Student896
60,25,87,69,73,70,Student897
81,69,76,98,10,62,Student898
40,7,73,5,12,9,Student899
82,20,30,89,53,23,Student900
80,58,30,74,18,62,Student901
93,31,6,69,38,34,Student902
23,56,89,82,2,84,Student903
18,91,99,53,92,61,Student904
20,35,65,61,79,77,Student905
30,1,33,75,50,71,Student906
39,69,81,96,58,83,Student907
66,59,68,42,98,54,Student908
34,18,51,31,37,94,Student909
20,72,67,16,35,15,Student910
42,36,68,53,31,1,Student911
90,84,83,65,90,55,Student912
76,77,3,55,38,7,Student913
84,94,47,81,11,98,Student914
9,40,94,71,13,38,Student915
99,92,15,69,63,61,Student916
29,81,15,49,79,91,Student917
71,58,73,28,95,78,Student918
80,63,90,91,31,26,Student919
18,83,72,16,30,70,Student920
90,95,38,20,59,42,Student921
84,45,26,39,55,31,Student922
96,85,35,74,61,48,Student923
44,34,19,87,54,70,Student924
37,4,7,43,74,20,Student925
84,56,22,3,13,69,Student926
83,86,58,85,58,25,Student927
0,43,25,30,93,36,Student928
69,9,69,7,68,11,Student929
34,69,61,100,67,99,Student930
17,2,52,90,46,4,Student931
27,94,46,72,62,12,Student932
61,2,94,22,36,35,Student933
94,69,90,54,60,28,Student934
99,64,66,97,15,73,Student935
13,82,86,92,99,9,Student936
10,78,90,2,55,100,Student937
25,23,71,6,78,25,Student938
11,18,44,48,2,85,Student939
89,86,46,94,52,63,Student940
52,95,55,0,89,77,Student941
38,70,46,46,9,82,Student942
57,10,67,54,26,65,Student943
66,46,59,14,89,74,Student944
13,59,8,43,47,20,Student945
57,75,50,70,40,30,Student946
2,8,26,43,93,93,Student947
20,57,55,80,81,72,Student948
2,99,22,35,55,86,Student949
98,93,51,80,22,31,Student950
73,45,79,47,89,0,Student951
100,83,18,31,32,90,Student952
11,50,13,77,37,16,Student953
43,30,97,14,55,3,Student954
87,89,55,5,47,12,Student955
36,40,23,37,26,86,Student956
48,22,98,58,93,15,Student957
69,79,1,26,41,5,Student958
65,23,2,15,67,96,Student959
15,50,100,38,12,10,Student960
42,39,91,9,38,39,Student961
16,30,5,13,78,93,Student962
82,38,4,74,97,33,Student963
94,60,7,32,35,45,Student964
31,75,52,0,52,68,Student965
57,71,55,49,58,4,Student966
74,58,38,98,17,3,Student967
77,39,29,66,29,28,Student968
5,4,41,32,82,83,Student969
87,33,45,7,61,84,Student970
36,5,83,80,23,58,Student971
23,89,98,7,60,58,Student972
79,52,65,83,50,55,Student973
94,73,11,9,52,25,Student974
23,55,42,30,56,83,Student975
35,36,75,54,11,16,Student976
98,64,16,19,13,29,Student977
100,68,95,58,59,45,Student978
9,4,14,47,55,79,Student979
64,98,94,41,55,0,Student980
29,75,28,84,14,74,Student981
20,32,95,28,35,65,Student982
86,62,9,84,28,80,Student983
82,65,7,9,35,1,Student984
15,59,37,88,51,62,Student985
65,41,85,59,2,87,Student986
99,50,65,48,81,85,Student987
10,20,87,79,10,2,Student988
67,92,78,82,23,72,Student989
55,24,14,73,16,78,Student990
42,87,79,87,1,85,Student991
7,7,84,61,58,67,Student992
12,24,54,51,44,99,Student993
23,89,67,62,44,67,Student994
2,35,2,58,73,4,Student995
13,90,29,11,93,37,Student996
87,76,87,34,53,39,Student997
87,27,4,86,66,69,Student998
60,91,39,54,71,68,Student999
37,41,82,13,5,23,Student1000
2,28,59,85,99,60,Student1001
23,40,78,40,37,65,Student1002
22,55,31,7,62,86,Student1003
47,38,9,59,37,34,Student1004
52,57,83,28,35,70,Student1005
50,87,4,64,52,38,Student1006
44,68,74,87,65,98,Student1007
7,1,75,74,56,49,Student1008
45,77,89,27,89,59,Student1009
10,24,23,20,90,93,Student1010
71,62,97,35,59,43,Student1011
11,50,71,24,91,3,Student1012
3,7,66,96,62,52,Student1013
58,59,97,4,56,30,Student1014
8,70,60,87,16,93,Student1015
54,16,0,17,57,56,Student1016
19,41,79,25,84,98,Student1017
54,11,56,65,27,1,Student1018
36,77,45,59,71,5,Student1019
57,100,10,74,14,62,Student1020
29,83,95,81,91,55,Student1021
51,96,2,68,8,22,Student1022
100,67,5,15,10,76,Student1023
23,10,24,53,93,9,Student1024
60,94,89,37,70,34,Student1025
20,96,18,11,99,99,Student1026
93,88,49,67,29,45,Student1027
24,47,39,5,84,19,Student1028
93,6,68,84,13,47,Student1029
29,61,60,73,21,24,Student1030
0,30,72,75,57,3,Student1031
63,33,69,85,50,74,Student1032
60,75,0,49,14,86,Student1033
88,1,40,1,35,82,Student1034
4,53,94,84,20,18,Student1035
73,100,42,95,24,32,Student1036
69,35,13,4,44,35,Student1037
40,51,52,87,72,79,Student1038
42,32,11,29,17,37,Student1039
38,85,30,4,70,47,Student1040
64,65,68,45,91,4,Student1041
67,82,70,9,34,48,Student1042
59,53,52,95,2,46,Student1043
6,35,74,9,45,79,Student1044
50,49,88,72,97,82,Student1045
24,69,25,88,79,34,Student1046
25,94,42,7,95,47,Student1047
87,10,17,46,91,93,Student1048
31,37,88,61,52,91,Student1049
48,45,39,41,24,6,Student1050
50,22,29,89,75,4,Student1051
7,39,91,95,41,34,Student1052
60,69,73,62,84,16,Student1053
81,37,52,31,78,40,Student1054
88,24,3,100,16,40,Student1055
5,95,71,46,81,99,Student1056
16,51,91,45,50,67,Student1057
90,64,52,100,98,12,Student1058
9,8,91,47,86,88,Student1059
70,38,59,3,27,93,Student1060
68,46,30,26,50,33,Student1061
68,65,53,63,27,40,Student1062
2,82,61,38,30,13,Student1063
11,59,77,82,38,74,Student1064
67,30,54,98,43,41,Student1065
44,42,27,21,35,78,Student1066
23,28,56,17,42,83,Student1067
99,16,26,29,59,56,Student1068
50,98,100,39,27,44,Student1069
3,99,9,98,15,3,Student1070
15,3,36,22,5,96,Student1071
54,73,17,12,95,81,Student1072
55,34,60,26,43,26,Student1073
51,8,2,39,2,92,Student1074
23,39,8,25,14,9,Student1075
61,10,40,21,66,18,Student1076
14,82,17,44,33,67,Student1077
52,38,53,54,12,47,Student1078
99,31,0,90,60,73,Student1079
53,2,25,44,19,99,Student1080
51,81,12,47,24,56,Student1081
50,53,39,100,51,14,Student1082
37,55,97,40,37,64,Student1083
17,90,80,52,12,40,Student1084
86,83,98,48,10,49,Student1085
4,64,76,36,32,63,Student1086
7,90,17,23,80,1,Student1087
29,13,32,73,86,91,Student1088
36,18,56,84,10,75,Student1089
0,100,55,89,77,0,Student1090
13,12,27,30,98,45,Student1091
96,79,47,85,6,27,Student1092
5,76,46,59,74,55,Student1093
90,15,29,36,89,83,Student1094
68,61,89,98,64,52,Student1095
47,17,32,85,66,83,Student1096
81,30,67,48,30,37,Student1097
56,64,67,37,79,86,Student1098
96,61,6,42,6,36,Student1099
63,56,10,25,4,74,Student1100
90,39,17,86,37,72,Student1101
20,98,95,23,93,39,Student1102
11,31,79,14,20,67,Student1103
39,6,38,84,63,7,Student1104
56,40,64,72,73,54,Student1105
19,82,33,46,28,21,Student1106
66,39,23,97,46,70,Student1107
79,19,39,78,52,22,Student1108
50,51,38,51,0,12,Student1109
0,12,19,82,74,63,Student1110
54,55,1,3,61,36,Student1111
58,30,71,64,46,94,Student1112
12,83,5,50,10,2,Student1113
87,75,67,55,61,63,Student1114
46,96,75,86,26,51,Student1115
28,64,9,7,90,95,Student1116
52,18,36,35,78,42,Student1117
72,76,88,32,87,18,Student1118
91,95,53,85,11,59,Student1119
98,57,30,17,74,64,Student1120
12,40,100,90,53,46,Student1121
86,96,71,85,93,90,Student1122
54,55,69,44,87,16,Student1123
70,5,80,9,70,37,Student1124
17,6,7,8,7,99,Student1125
48,71,41,70,12,25,Student1126
3,27,29,57,56,45,Student1127
97,16,62,87,75,74,Student1128
15,44,19,61,66,14,Student1129
12,24,91,14,8,63,Student1130
58,2,71,96,55,68,Student1131
84,31,25,53,93,41,Student1132
22,23,33,31,79,61,Student1133
45,32,64,2,5,73,Student1134
21,0,96,96,26,22,Student1135
61,30,29,67,98,96,Student1136
37,6,78,60,66,53,Student1137
1,48,58,20,91,52,Student1138
5,62,97,3,6,64,Student1139
27,100,85,60,17,24,Student1140
93,81,43,13,54,28,Student1141
36,0,4,83,75,97,Student1142
67,49,2,21,58,35,Student1143
36,68,40,38,9,88,Student1144
42,72,3,63,30,20,Student1145
62,68,13,15,26,4,Student1146
22,77,84,61,58,59,Student1147
61,1,68,72,64,5,Student1148
92,61,74,73,73,4,Student1149
70,13,22,41,69,12,Student1150
35,100,86,81,48,16,Student1151
89,56,22,12,71,75,Student1152
75,3,52,48,43,10,Student1153
88,22,36,1,65,25,Student1154
18,41,93,5,89,63,Student1155
62,25,75,86,87,96,Student1156
44,60,66,48,65,1,Student1157
20,77,68,73,72,69,Student1158
73,49,51,4,19,18,Student1159
77,19,14,24,43,35,Student1160
87,96,96,83,26,60,Student1161
55,37,31,11,21,21,Student1162
87,96,12,0,2,40,Student1163
7,32,93,49,61,53,Student1164
30,50,51,71,20,32,Student1165
94,91,98,74,22,16,Student1166
24,91,11,20,95,62,Student1167
18,45,75,61,14,27,Student1168
75,26,40,22,66,17,Student1169
23,34,42,54,58,65,Student1170
94,69,11,37,74,44,Student1171
91,30,37,59,18,38,Student1172
95,37,41,29,62,60,Student1173
25,21,83,78,62,88,Student1174
94,99,28,2,86,96,Student1175
38,21,100,29,74,31,Student1176
69,53,18,94,6,73,Student1177
92,57,24,44,69,27,Student1178
43,2,95,87,93,50,Student1179
98,10,86,69,84,75,Student1180
4,71,59,93,3,77,Student1181
42,79,90,75,52,38,Student1182
34,3,36,50,62,85,Student1183
80,49,44,87,57,65,Student1184
96,79,32,28,93,30,Student1185
38,54,91,48,82,69,Student1186
90,62,11,89,3,57,Student1187
23,97,84,98,15,11,Student1188
59,51,88,41,71,60,Student1189
100,4,58,35,54,15,Student1190
18,64,60,14,53,72,Student1191
42,37,93,54,35,82,Student1192
61,83,93,82,94,23,Student1193
33,100,95,43,84,7,Student1194
22,34,39,44,83,99,Student1195
99,84,15,88,79,60,Student1196
85,88,34,27,66,71,Student1197
77,68,8,44,69,14,Student1198
41,76,29,55,42,51,Student1199
4,69,60,24,57,55,Student1200
93,10,43,46,82,56,Student1201
41,26,97,72,30,18,Student1202
1,95,39,98,75,95,Student1203
83,100,57,20,55,54,Student1204
55,63,33,40,11,57,Student1205
92,73,86,82,85,40,Student1206
90,72,81,63,50,10,Student1207
42,57,50,62,94,63,Student1208
14,15,28,26,60,74,Student1209
97,31,96,50,86,39,Student1210
56,37,59,81,83,80,Student1211
67,15,46,76,99,39,Student1212
6,39,90,23,81,56,Student1213
91,65,39,0,31,58,Student1214
84,92,48,59,55,40,Student1215
23,45,62,68,40,37,Student1216
57,43,6,10,44,81,Student1217
13,86,61,43,91,64,Student1218
17,56,18,14,80,52,Student1219
57,66,87,49,4,45,Student1220
60,43,10,76,75,82,Student1221
78,55,10,58,98,59,Student1222
13,21,56,39,35,86,Student1223
52,68,59,93,3,50,Student1224
1,8,49,3,32,43,Student1225
62,10,50,22,7,7,Student1226
68,77,30,88,72,18,Student1227
100,11,0,68,11,84,Student1228
57,18,25,12,59,78,Student1229
16,94,86,22,4,75,Student1230
27,30,67,23,5,17,Student1231
4,64,24,61,64,88,Student1232
94,79,3,63,44,38,Student1233
37,37,95,80,98,88,Student1234
59,3,50,22,77,38,Student1235
30,60,51,46,15,10,Student1236
79,66,55,74,72,86,Student1237
94,25,61,79,98,6,Student1238
66,85,72,74,44,7,Student1239
13,29,75,35,62,66,Student1240
29,38,58,49,91,20,Student1241
67,39,5,90,8,10,Student1242
41,46,56,27,68,18,Student1243
36,12,85,95,55,62,Student1244
53,25,95,89,47,53,Student1245
30,84,3,25,89,58,Student1246
6,23,49,20,89,47,Student1247
52,48,97,97,77,24,Student1248
24,28,97,1,100,23,Student1249
61,72,47,76,1,37,Student1250
5,100,100,81,8,5,Student1251
23,24,40,28,36,99,Student1252
53,42,24,68,23,75,Student1253
14,40,61,63,42,87,Student1254
79,21,79,97,79,5,Student1255
74,76,33,54,97,27,Student1256
61,31,12,4,60,11,Student1257
44,76,0,71,51,19,Student1258
57,66,16,37,69,39,Student1259
71,4,65,65,86,67,Student1260
83,60,72,65,83,60,Student1261
81,72,7,10,77,7,Student1262
91,78,24,72,21,16,Student1263
54,10,59,82,25,28,Student1264
0,98,38,63,27,9,Student1265
89,24,41,69,26,97,Student1266
84,56,18,93,70,22,Student1267
34,20,38,2,57,68,Student1268
73,5,19,92,17,83,Student1269
0,31,3,42,36,29,Student1270
38,11,72,55,11,65,Student1271
11,32,3,4,3,98,Student1272
94,48,50,98,88,21,Student1273
18,32,56,40,55,26,Student1274
10,44,56,63,61,5,Student1275
25,77,40,53,21,21,Student1276
16,89,11,6,75,80,Student1277
53,60,67,57,42,9,Student1278
45,58,99,18,6,88,Student1279
57,55,23,24,85,78,Student1280
8,70,12,56,19,57,Student1281
57,42,33,55,58,37,Student1282
43,15,22,28,94,35,Student1283
52,3,73,48,9,77,Student1284
63,66,89,44,34,72,Student1285
23,88,75,84,78,57,Student1286
13,55,12,34,35,93,Student1287
29,6,95,30,26,35,Student1288
29,27,64,28,46,64,Student1289
18,35,18,97,2,13,Student1290
35,96,75,72,9,85,Student1291
64,43,89,5,75,95,Student1292
21,10,65,26,86,34,Student1293
59,21,64,86,71,18,Student1294
3,54,7,64,71,69,Student1295
96,10,26,77,55,34,Student1296
27,5,69,39,83,87,Student1297
88,68,43,43,88,10,Student1298
72,55,15,97,37,61,Student1299
92,79,5,56,31,96,Student1300
84,20,77,48,7,3,Student1301
28,25,12,84,0,94,Student1302
95,22,92,8,86,54,Student1303
37,4,52,92,87,70,Student1304
54,21,93,47,24,44,Student1305
86,0,69,78,95,68,Student1306
95,36,99,50,27,9,Student1307
78,50,52,45,93,78,Student1308
48,58,72,30,55,83,Student1309
53,97,28,88,54,77,Student1310
81,42,15,52,49,86,Student1311
28,18,62,71,27,61,Student1312
73,81,93,91,76,28,Student1313
69,58,58,36,72,71,Student1314
50,94,22,33,15,52,Student1315
49,53,8,84,35,3,Student1316
85,7,10,25,64,18,Student1317
69,26,96,23,46,94,Student1318
18,46,71,89,73,95,Student1319
12,9,56,52,16,16,Student1320
81,79,4,2,84,62,Student1321
63,12,44,29,35,10,Student1322
63,96,79,27,8,51,Student1323
5,75,79,5,41,81,Student1324
16,61,87,38,94,66,Student1325
33,67,92,12,72,30,Student1326
45,2,41,26,79,27,Student1327
96,37,4,38,95,8,Student1328
34,62,50,62,4,16,Student1329
60,16,27,12,55,6,Student1330
32,54,97,32,62,79,Student1331
55,1,95,17,96,48,Student1332
64,82,0,86,14,63,Student1333
88,7,74,13,10,8,Student1334
96,5,58,64,50,11,Student1335
70,10,41,80,87,92,Student1336
80,98,34,5,78,44,Student1337
81,34,63,78,91,50,Student1338
24,17,24,17,6,14,Student1339
98,93,65,51,80,69,Student1340
0,47,56,91,19,46,Student1341
64,73,19,86,23,83,Student1342
37,43,4,0,0,91,Student1343
26,85,51,58,63,10,Student1344
49,55,95,82,2,7,Student1345
17,45,98,68,96,1,Student1346
6,98,21,66,48,40,Student1347
29,92,18,54,71,83,Student1348
5,83,57,68,39,75,Student1349
77,44,95,76,53,45,Student1350
27,89,30,34,45,56,Student1351
43,21,27,40,100,80,Student1352
82,1,36,3,87,81,Student1353
0,32,64,88,45,92,Student1354
88,65,88,69,85,0,Student1355
1,98,59,54,91,8,Student1356
6,6,40,22,73,14,Student1357
2,28,33,37,13,52,Student1358
58,61,21,55,81,93,Student1359
4,92,55,42,12,43,Student1360
51,81,19,46,70,79,Student1361
86,98,97,28,24,7,Student1362
38,35,88,99,44,27,Student1363
32,11,33,57,79,28,Student1364
80,78,13,81,1,96,Student1365
1,75,83,79,65,61,Student1366
49,97,7,36,11,87,Student1367
48,54,55,54,72,32,Student1368
9,84,43,93,0,64,Student1369
40,55,93,36,70,15,Student1370
46,33,87,88,38,10,Student1371
11,77,88,44,6,48,Student1372
63,90,0,46,70,73,Student1373
72,26,44,44,50,12,Student1374
24,39,1,22,49,78,Student1375
10,66,13,64,28,4,Student1376
62,56,74,20,0,20,Student1377
19,55,16,73,0,88,Student1378
38,47,1,47,54,25,Student1379
99,90,33,71,59,24,Student1380
64,99,55,52,35,77,Student1381
88,96,10,8,29,24,Student1382
93,96,65,4,11,58,Student1383
78,45,27,47,9,14,Student1384
81,63,60,60,93,13,Student1385
5,48,95,16,2,48,Student1386
83,34,13,83,15,66,Student1387
11,71,68,50,38,6,Student1388
95,71,21,22,81,38,Student1389
88,46,11,16,46,10,Student1390
65,87,18,9,7,4,Student1391
96,43,48,78,87,49,Student1392
68,31,43,20,71,12,Student1393
87,69,87,56,3,30,Student1394
59,89,32,26,40,54,Student1395
32,95,66,16,86,86,Student1396
4,1,89,50,65,92,Student1397
83,66,32,15,29,43,Student1398
94,10,80,42,67,42,Student1399
32,51,85,3,98,73,Student1400
70,1,84,63,48,90,Student1401
64,85,56,63,6,51,Student1402
4,88,5,7,30,39,Student1403
74,99,19,21,62,52,Student1404
58,85,36,33,50,30,Student1405
96,95,60,90,2,70,Student1406
11,21,0,29,42,40,Student1407
63,20,44,78,32,56,Student1408
85,69,51,16,83,77,Student1409
70,14,50,0,62,66,Student1410
12,85,26,95,76,13,Student1411
20,32,42,98,1,1,Student1412
8,17,92,69,4,79,Student1413
33,15,100,49,26,89,Student1414
39,48,9,65,81,4,Student1415
80,34,80,96,100,31,Student1416
1,64,8,31,75,89,Student1417
92,43,66,36,52,49,Student1418
2,37,62,90,40,93,Student1419
11,41,99,31,70,16,Student1420
48,32,27,59,11,35,Student1421
46,27,17,28,80,68,Student1422
91,100,56,90,87,13,Student1423
41,18,57,5,61,31,Student1424
32,3,10,2,52,35,Student1425
1,16,81,75,29,69,Student1426
7,80,2,49,15,29,Student1427
29,0,66,68,77,34,Student1428
26,27,29,8,49,84,Student1429
48,62,47,72,4,17,Student1430
56,69,72,40,98,5,Student1431
99,29,16,6,75,36,Student1432
79,21,49,51,1,53,Student1433
1,78,45,61,71,65,Student1434
60,55,87,44,40,21,Student1435
26,50,56,12,41,74,Student1436
69,51,61,94,24,53,Student1437
49,31,96,29,68,33,Student1438
23,65,92,43,71,44,Student1439
98,68,89,65,71,98,Student1440
45,90,34,82,40,89,Student1441
24,49,47,18,72,98,Student1442
26,79,61,70,47,24,Student1443
58,48,97,31,19,99,Student1444
58,20,55,88,41,24,Student1445
69,18,25,80,15,82,Student1446
5,74,3,35,99,47,Student1447
32,84,10,51,50,49,Student1448
32,12,52,4,43,29,Student1449
54,68,57,81,66,80,Student1450
7,27,78,43,89,63,Student1451
88,34,4,97,34,96,Student1452
76,59,16,53,90,32,Student1453
24,98,88,86,82,32,Student1454
92,24,31,9,16,80,Student1455
3,65,56,47,87,19,Student1456
100,87,90,69,2,33,Student1457
19,5,32,14,50,77,Student1458
38,62,59,38,26,3,Student1459
48,30,83,17,14,88,Student1460
36,97,65,0,24,65,Student1461
86,70,33,89,64,11,Student1462
22,6,11,49,43,80,Student1463
72,80,4,91,8,97,Student1464
93,61,56,17,61,46,Student1465
16,38,60,90,38,96,Student1466
38,25,75,77,14,70,Student1467
32,99,83,21,97,80,Student1468
23,96,80,15,48,27,Student1469
47,76,67,71,63,78,Student1470
52,14,97,51,87,29,Student1471
52,64,56,8,56,10,Student1472
5,99,56,65,17,59,Student1473
94,72,48,70,32,42,Student1474
80,41,30,74,47,51,Student1475
13,71,63,45,65,30,Student1476
26,56,71,48,53,34,Student1477
70,43,0,48,80,25,Student1478
7,30,38,19,63,31,Student1479
55,51,26,31,88,66,Student1480
97,71,12,84,18,53,Student1481
93,16,34,42,37,35,Student1482
20,27,22,7,34,22,Student1483
5,25,99,81,94,100,Student1484
64,96,44,35,40,64,Student1485
44,60,60,7,16,45,Student1486
86,78,59,88,75,71,Student1487
50,10,29,46,15,29,Student1488
53,42,16,6,23,11,Student1489
82,32,93,93,91,95,Student1490
9,13,9,10,50,70,Student1491
96,23,79,35,56,77,Student1492
43,92,52,47,3,47,Student1493
4,32,56,68,93,45,Student1494
11,54,14,51,32,90,Student1495
95,71,11,77,56,80,Student1496
73,97,47,87,98,56,Student1497
83,25,64,62,63,9,Student1498
43,2,96,44,55,49,Student1499
98,63,57,51,46,90,Student1500
68,1,14,5,25,78,Student1501
21,66,90,44,77,25,Student1502
46,86,80,35,95,58,Student1503
43,68,29,47,36,61,Student1504
40,25,52,59,63,66,Student1505
12,87,45,72,91,94,Student1506
56,88,18,45,96,82,Student1507
31,5,18,25,86,58,Student1508
64,32,21,96,40,25,Student1509
35,9,20,74,72,15,Student1510
86,5,1,22,99,22,Student1511
